,pm10,so2,co,o3,no2,max,critical,category
395,47.0,2.0,10.0,21.0,8.0,47.0,PM10,GOOD
396,56.0,3.0,18.0,29.0,8.0,56.0,PM10,MODERATE
397,60.0,4.0,23.0,40.0,16.0,60.0,PM10,MODERATE
398,50.0,4.0,20.0,48.0,8.0,50.0,PM10,GOOD
399,49.0,4.0,15.0,34.0,16.0,49.0,PM10,GOOD
400,56.0,3.0,44.0,28.0,19.0,56.0,PM10,MODERATE
401,38.0,2.0,13.0,38.0,9.0,38.0,PM10,GOOD
402,51.0,3.0,20.0,32.0,16.0,51.0,PM10,MODERATE
403,57.0,3.0,38.0,53.0,18.0,57.0,PM10,MODERATE
404,55.0,3.0,14.0,70.0,14.0,70.0,O3,MODERATE
405,73.0,4.0,38.0,64.0,21.0,73.0,PM10,MODERATE
406,57.0,5.0,55.0,99.0,21.0,99.0,O3,MODERATE
407,57.0,3.0,79.0,85.0,11.0,85.0,O3,MODERATE
408,57.0,4.0,34.0,97.0,13.0,97.0,O3,MODERATE
409,62.0,3.0,16.0,35.0,18.0,62.0,PM10,MODERATE
410,55.0,4.0,39.0,52.0,20.0,55.0,PM10,MODERATE
411,65.0,3.0,39.0,35.0,22.0,65.0,PM10,MODERATE
412,20.0,3.0,31.0,61.0,9.0,61.0,O3,MODERATE
413,59.0,2.0,22.0,50.0,17.0,59.0,PM10,MODERATE
414,59.0,3.0,33.0,42.0,21.0,59.0,PM10,MODERATE
415,53.0,3.0,21.0,46.0,17.0,53.0,PM10,MODERATE
416,21.0,3.0,12.0,56.0,4.0,56.0,O3,MODERATE
417,68.0,3.0,47.0,44.0,19.0,68.0,PM10,MODERATE
418,63.0,3.0,27.0,43.0,14.0,63.0,PM10,MODERATE
419,47.0,3.0,23.0,47.0,19.0,47.0,PM10,GOOD
420,61.0,4.0,23.0,42.0,18.0,61.0,PM10,MODERATE
421,62.0,3.0,23.0,44.0,18.0,62.0,PM10,MODERATE
422,55.0,3.0,38.0,27.0,22.0,55.0,PM10,MODERATE
423,52.0,3.0,33.0,21.0,16.0,52.0,PM10,MODERATE
424,16.0,4.0,24.0,42.0,8.0,42.0,O3,GOOD
425,40.0,2.0,10.0,20.0,7.0,40.0,PM10,GOOD
426,53.0,3.0,17.0,36.0,6.0,53.0,PM10,MODERATE
427,51.0,2.0,13.0,24.0,8.0,51.0,PM10,MODERATE
428,40.0,3.0,11.0,25.0,7.0,40.0,PM10,GOOD
429,51.0,3.0,18.0,15.0,10.0,51.0,PM10,MODERATE
430,54.0,3.0,15.0,25.0,11.0,54.0,PM10,MODERATE
431,43.0,2.0,7.0,20.0,6.0,43.0,PM10,GOOD
432,51.0,3.0,9.0,31.0,9.0,51.0,PM10,MODERATE
433,54.0,3.0,17.0,43.0,17.0,54.0,PM10,MODERATE
434,58.0,3.0,13.0,48.0,10.0,58.0,PM10,MODERATE
435,24.0,9.0,16.0,60.0,28.0,60.0,O3,MODERATE
436,67.0,4.0,19.0,42.0,12.0,67.0,PM10,MODERATE
437,68.0,3.0,32.0,22.0,11.0,68.0,PM10,MODERATE
438,57.0,8.0,20.0,72.0,13.0,72.0,O3,MODERATE
439,57.0,6.0,27.0,96.0,12.0,96.0,O3,MODERATE
440,22.0,3.0,17.0,111.0,8.0,111.0,O3,UNHEALTHY
441,87.0,3.0,21.0,52.0,18.0,87.0,PM10,MODERATE
442,78.0,3.0,29.0,60.0,13.0,78.0,PM10,MODERATE
443,16.0,3.0,16.0,83.0,10.0,83.0,O3,MODERATE
444,52.0,2.0,14.0,29.0,9.0,52.0,PM10,MODERATE
445,52.0,2.0,10.0,28.0,6.0,52.0,PM10,MODERATE
446,51.0,2.0,8.0,17.0,7.0,51.0,PM10,MODERATE
447,47.0,3.0,8.0,21.0,8.0,47.0,PM10,GOOD
448,47.0,3.0,15.0,32.0,6.0,47.0,PM10,GOOD
449,51.0,3.0,10.0,24.0,7.0,51.0,PM10,MODERATE
450,55.0,3.0,16.0,21.0,7.0,55.0,PM10,MODERATE
451,44.0,2.0,5.0,18.0,5.0,44.0,PM10,GOOD
452,45.0,3.0,10.0,13.0,8.0,45.0,PM10,GOOD
453,49.0,3.0,10.0,14.0,5.0,49.0,PM10,GOOD
454,42.0,3.0,7.0,14.0,7.0,42.0,PM10,GOOD
455,45.0,2.0,10.0,14.0,7.0,45.0,PM10,GOOD
456,48.0,2.0,7.0,17.0,6.0,48.0,PM10,GOOD
457,52.0,2.0,8.0,18.0,6.0,52.0,PM10,MODERATE
458,50.0,3.0,13.0,24.0,10.0,50.0,PM10,GOOD
459,59.0,3.0,9.0,22.0,10.0,59.0,PM10,MODERATE
460,52.0,2.0,7.0,21.0,8.0,52.0,PM10,MODERATE
461,57.0,3.0,9.0,19.0,7.0,57.0,PM10,MODERATE
462,55.0,4.0,13.0,32.0,12.0,55.0,PM10,MODERATE
463,50.0,21.0,33.0,24.0,12.0,50.0,PM10,GOOD
464,29.0,10.0,17.0,49.0,19.0,49.0,O3,GOOD
465,57.0,5.0,18.0,44.0,23.0,57.0,PM10,MODERATE
466,55.0,11.0,31.0,90.0,18.0,90.0,O3,MODERATE
467,15.0,5.0,20.0,116.0,10.0,116.0,O3,UNHEALTHY
468,65.0,18.0,21.0,74.0,18.0,74.0,O3,MODERATE
469,57.0,4.0,25.0,122.0,9.0,122.0,O3,UNHEALTHY
470,58.0,6.0,21.0,171.0,12.0,171.0,O3,UNHEALTHY
471,61.0,14.0,30.0,126.0,19.0,126.0,O3,UNHEALTHY
472,42.0,5.0,14.0,124.0,8.0,124.0,O3,UNHEALTHY
473,50.0,4.0,22.0,128.0,14.0,128.0,O3,UNHEALTHY
474,67.0,13.0,19.0,89.0,12.0,89.0,O3,MODERATE
475,62.0,6.0,22.0,94.0,27.0,94.0,O3,MODERATE
476,55.0,16.0,26.0,125.0,15.0,125.0,O3,UNHEALTHY
477,53.0,9.0,17.0,127.0,16.0,127.0,O3,UNHEALTHY
478,53.0,15.0,27.0,83.0,16.0,83.0,O3,MODERATE
479,55.0,17.0,36.0,70.0,14.0,70.0,O3,MODERATE
480,71.0,5.0,22.0,62.0,14.0,71.0,PM10,MODERATE
481,53.0,25.0,34.0,71.0,22.0,71.0,O3,MODERATE
482,53.0,4.0,21.0,69.0,11.0,69.0,O3,MODERATE
483,77.0,4.0,19.0,54.0,20.0,77.0,PM10,MODERATE
484,62.0,19.0,42.0,78.0,22.0,78.0,O3,MODERATE
485,59.0,18.0,51.0,88.0,20.0,88.0,O3,MODERATE
486,61.0,5.0,16.0,98.0,12.0,98.0,O3,MODERATE
487,61.0,22.0,31.0,69.0,14.0,69.0,O3,MODERATE
488,63.0,4.0,19.0,32.0,17.0,63.0,PM10,MODERATE
489,76.0,4.0,20.0,25.0,16.0,76.0,PM10,MODERATE
490,43.0,8.0,34.0,65.0,16.0,65.0,O3,MODERATE
491,63.0,3.0,38.0,66.0,14.0,66.0,O3,MODERATE
492,56.0,4.0,42.0,32.0,13.0,56.0,PM10,MODERATE
493,51.0,5.0,20.0,153.0,27.0,153.0,O3,UNHEALTHY
494,47.0,5.0,22.0,137.0,16.0,137.0,O3,UNHEALTHY
495,46.0,4.0,25.0,92.0,8.0,92.0,O3,MODERATE
496,84.0,4.0,32.0,57.0,18.0,84.0,PM10,MODERATE
497,59.0,18.0,35.0,87.0,18.0,87.0,O3,MODERATE
498,59.0,3.0,37.0,84.0,20.0,84.0,O3,MODERATE
499,39.0,3.0,20.0,99.0,6.0,99.0,O3,MODERATE
500,40.0,4.0,16.0,139.0,10.0,139.0,O3,UNHEALTHY
501,44.0,4.0,21.0,133.0,12.0,133.0,O3,UNHEALTHY
502,69.0,4.0,22.0,85.0,14.0,85.0,O3,MODERATE
503,89.0,4.0,43.0,51.0,22.0,89.0,PM10,MODERATE
504,55.0,4.0,15.0,107.0,8.0,107.0,O3,UNHEALTHY
505,48.0,4.0,21.0,82.0,8.0,82.0,O3,MODERATE
506,84.0,4.0,38.0,72.0,11.0,84.0,PM10,MODERATE
507,56.0,5.0,20.0,140.0,12.0,140.0,O3,UNHEALTHY
508,55.0,4.0,21.0,96.0,9.0,96.0,O3,MODERATE
509,53.0,5.0,17.0,113.0,20.0,113.0,O3,UNHEALTHY
510,54.0,4.0,17.0,114.0,11.0,114.0,O3,UNHEALTHY
511,56.0,5.0,20.0,95.0,18.0,95.0,O3,MODERATE
512,57.0,5.0,35.0,111.0,9.0,111.0,O3,UNHEALTHY
513,69.0,5.0,31.0,107.0,15.0,107.0,O3,UNHEALTHY
514,66.0,4.0,25.0,98.0,9.0,98.0,O3,MODERATE
515,64.0,17.0,24.0,93.0,21.0,93.0,O3,MODERATE
516,91.0,4.0,26.0,58.0,23.0,91.0,PM10,MODERATE
517,68.0,4.0,16.0,44.0,13.0,68.0,PM10,MODERATE
518,65.0,5.0,13.0,29.0,10.0,65.0,PM10,MODERATE
519,73.0,4.0,17.0,37.0,9.0,73.0,PM10,MODERATE
520,77.0,5.0,28.0,35.0,15.0,77.0,PM10,MODERATE
521,70.0,4.0,23.0,81.0,18.0,81.0,O3,MODERATE
522,66.0,5.0,25.0,92.0,11.0,92.0,O3,MODERATE
523,90.0,5.0,25.0,85.0,31.0,90.0,PM10,MODERATE
524,27.0,5.0,18.0,121.0,11.0,121.0,O3,UNHEALTHY
525,53.0,4.0,12.0,93.0,7.0,93.0,O3,MODERATE
526,57.0,5.0,29.0,94.0,11.0,94.0,O3,MODERATE
527,93.0,5.0,29.0,56.0,25.0,93.0,PM10,MODERATE
528,57.0,5.0,15.0,91.0,8.0,91.0,O3,MODERATE
529,88.0,4.0,17.0,93.0,18.0,93.0,O3,MODERATE
530,62.0,16.0,20.0,137.0,18.0,137.0,O3,UNHEALTHY
531,110.0,5.0,18.0,91.0,14.0,110.0,PM10,UNHEALTHY
532,105.0,5.0,32.0,77.0,21.0,105.0,PM10,UNHEALTHY
533,63.0,6.0,15.0,128.0,13.0,128.0,O3,UNHEALTHY
534,60.0,6.0,13.0,119.0,17.0,119.0,O3,UNHEALTHY
535,109.0,5.0,27.0,88.0,27.0,109.0,PM10,UNHEALTHY
536,97.0,5.0,21.0,70.0,14.0,97.0,PM10,MODERATE
537,112.0,9.0,19.0,83.0,12.0,112.0,PM10,UNHEALTHY
538,109.0,9.0,23.0,86.0,11.0,109.0,PM10,UNHEALTHY
539,107.0,9.0,20.0,82.0,12.0,107.0,PM10,UNHEALTHY
540,87.0,7.0,12.0,55.0,7.0,87.0,PM10,MODERATE
541,103.0,7.0,19.0,59.0,11.0,103.0,PM10,UNHEALTHY
542,85.0,8.0,14.0,39.0,10.0,85.0,PM10,MODERATE
543,54.0,8.0,19.0,122.0,20.0,122.0,O3,UNHEALTHY
544,50.0,5.0,17.0,157.0,9.0,157.0,O3,UNHEALTHY
545,59.0,16.0,19.0,127.0,17.0,127.0,O3,UNHEALTHY
546,85.0,7.0,20.0,31.0,11.0,85.0,PM10,MODERATE
547,128.0,10.0,32.0,63.0,13.0,128.0,PM10,UNHEALTHY
548,94.0,6.0,19.0,60.0,9.0,94.0,PM10,MODERATE
549,89.0,6.0,15.0,68.0,7.0,89.0,PM10,MODERATE
550,93.0,6.0,20.0,62.0,19.0,93.0,PM10,MODERATE
551,54.0,5.0,12.0,80.0,7.0,80.0,O3,MODERATE
552,59.0,5.0,16.0,90.0,10.0,90.0,O3,MODERATE
553,63.0,6.0,13.0,88.0,10.0,88.0,O3,MODERATE
554,80.0,7.0,17.0,59.0,12.0,80.0,PM10,MODERATE
555,83.0,7.0,15.0,73.0,9.0,83.0,PM10,MODERATE
556,56.0,5.0,16.0,92.0,10.0,92.0,O3,MODERATE
557,92.0,5.0,27.0,61.0,14.0,92.0,PM10,MODERATE
558,68.0,5.0,21.0,82.0,10.0,82.0,O3,MODERATE
559,52.0,4.0,15.0,105.0,5.0,105.0,O3,UNHEALTHY
560,61.0,12.0,22.0,174.0,17.0,174.0,O3,UNHEALTHY
561,56.0,5.0,14.0,120.0,15.0,120.0,O3,UNHEALTHY
562,101.0,5.0,28.0,77.0,11.0,101.0,PM10,UNHEALTHY
563,122.0,5.0,30.0,80.0,9.0,122.0,PM10,UNHEALTHY
564,97.0,6.0,28.0,56.0,15.0,97.0,PM10,MODERATE
565,50.0,5.0,10.0,71.0,7.0,71.0,O3,MODERATE
566,107.0,4.0,16.0,41.0,7.0,107.0,PM10,UNHEALTHY
567,73.0,5.0,13.0,39.0,7.0,73.0,PM10,MODERATE
568,103.0,5.0,33.0,54.0,11.0,103.0,PM10,UNHEALTHY
569,116.0,5.0,25.0,78.0,10.0,116.0,PM10,UNHEALTHY
570,60.0,5.0,15.0,127.0,13.0,127.0,O3,UNHEALTHY
571,58.0,5.0,17.0,104.0,10.0,104.0,O3,UNHEALTHY
572,100.0,6.0,19.0,60.0,13.0,100.0,PM10,MODERATE
573,57.0,5.0,10.0,113.0,7.0,113.0,O3,UNHEALTHY
574,57.0,10.0,16.0,136.0,24.0,136.0,O3,UNHEALTHY
575,68.0,14.0,18.0,129.0,17.0,129.0,O3,UNHEALTHY
576,96.0,6.0,23.0,63.0,10.0,96.0,PM10,MODERATE
577,110.0,6.0,19.0,51.0,12.0,110.0,PM10,UNHEALTHY
578,95.0,6.0,13.0,52.0,12.0,95.0,PM10,MODERATE
579,69.0,15.0,19.0,165.0,18.0,165.0,O3,UNHEALTHY
580,59.0,5.0,12.0,117.0,12.0,117.0,O3,UNHEALTHY
581,65.0,10.0,22.0,168.0,17.0,168.0,O3,UNHEALTHY
582,119.0,7.0,18.0,79.0,16.0,119.0,PM10,UNHEALTHY
583,115.0,18.0,37.0,58.0,10.0,115.0,PM10,UNHEALTHY
584,134.0,5.0,20.0,58.0,11.0,134.0,PM10,UNHEALTHY
585,118.0,6.0,15.0,83.0,10.0,118.0,PM10,UNHEALTHY
586,78.0,6.0,20.0,138.0,9.0,138.0,O3,UNHEALTHY
587,127.0,6.0,24.0,72.0,15.0,127.0,PM10,UNHEALTHY
588,66.0,6.0,12.0,92.0,10.0,92.0,O3,MODERATE
589,95.0,7.0,15.0,61.0,9.0,95.0,PM10,MODERATE
590,110.0,5.0,18.0,71.0,8.0,110.0,PM10,UNHEALTHY
591,57.0,5.0,11.0,87.0,7.0,87.0,O3,MODERATE
592,100.0,7.0,13.0,58.0,9.0,100.0,PM10,MODERATE
593,136.0,6.0,22.0,62.0,11.0,136.0,PM10,UNHEALTHY
594,171.0,6.0,42.0,65.0,13.0,171.0,PM10,UNHEALTHY
595,138.0,6.0,23.0,45.0,10.0,138.0,PM10,UNHEALTHY
596,100.0,6.0,12.0,58.0,8.0,100.0,PM10,MODERATE
597,113.0,6.0,15.0,63.0,11.0,113.0,PM10,UNHEALTHY
598,146.0,7.0,25.0,65.0,10.0,146.0,PM10,UNHEALTHY
599,126.0,6.0,19.0,71.0,8.0,126.0,PM10,UNHEALTHY
600,105.0,7.0,18.0,78.0,14.0,105.0,PM10,UNHEALTHY
601,72.0,12.0,17.0,152.0,14.0,152.0,O3,UNHEALTHY
602,65.0,7.0,17.0,148.0,14.0,148.0,O3,UNHEALTHY
603,126.0,6.0,32.0,60.0,12.0,126.0,PM10,UNHEALTHY
604,116.0,5.0,27.0,60.0,12.0,116.0,PM10,UNHEALTHY
605,98.0,5.0,16.0,50.0,9.0,98.0,PM10,MODERATE
606,59.0,10.0,14.0,93.0,6.0,93.0,O3,MODERATE
607,61.0,14.0,22.0,95.0,10.0,95.0,O3,MODERATE
608,49.0,9.0,12.0,97.0,8.0,97.0,O3,MODERATE
609,92.0,5.0,15.0,52.0,8.0,92.0,PM10,MODERATE
610,51.0,5.0,9.0,102.0,5.0,102.0,O3,UNHEALTHY
611,58.0,5.0,12.0,98.0,10.0,98.0,O3,MODERATE
612,154.0,5.0,28.0,59.0,11.0,154.0,PM10,UNHEALTHY
613,112.0,6.0,19.0,55.0,9.0,112.0,PM10,UNHEALTHY
614,120.0,6.0,19.0,69.0,11.0,120.0,PM10,UNHEALTHY
615,57.0,14.0,14.0,159.0,13.0,159.0,O3,UNHEALTHY
616,59.0,5.0,16.0,136.0,6.0,136.0,O3,UNHEALTHY
617,57.0,12.0,12.0,117.0,11.0,117.0,O3,UNHEALTHY
618,56.0,5.0,10.0,99.0,6.0,99.0,O3,MODERATE
619,122.0,6.0,15.0,68.0,11.0,122.0,PM10,UNHEALTHY
620,67.0,6.0,15.0,141.0,6.0,141.0,O3,UNHEALTHY
621,88.0,6.0,9.0,44.0,7.0,88.0,PM10,MODERATE
622,108.0,6.0,16.0,52.0,13.0,108.0,PM10,UNHEALTHY
623,94.0,6.0,16.0,84.0,12.0,94.0,PM10,MODERATE
624,100.0,8.0,12.0,62.0,10.0,100.0,PM10,MODERATE
625,148.0,6.0,26.0,64.0,10.0,148.0,PM10,UNHEALTHY
626,57.0,12.0,24.0,104.0,18.0,104.0,O3,UNHEALTHY
627,57.0,14.0,25.0,125.0,19.0,125.0,O3,UNHEALTHY
628,85.0,6.0,52.0,130.0,17.0,130.0,O3,UNHEALTHY
629,65.0,7.0,14.0,177.0,12.0,177.0,O3,UNHEALTHY
630,87.0,16.0,20.0,201.0,15.0,201.0,O3,VERY UNHEALTHY
631,65.0,7.0,14.0,138.0,8.0,138.0,O3,UNHEALTHY
632,62.0,6.0,16.0,102.0,12.0,102.0,O3,UNHEALTHY
633,67.0,12.0,18.0,147.0,16.0,147.0,O3,UNHEALTHY
634,78.0,15.0,17.0,119.0,28.0,119.0,O3,UNHEALTHY
635,58.0,6.0,9.0,127.0,7.0,127.0,O3,UNHEALTHY
636,57.0,7.0,11.0,147.0,11.0,147.0,O3,UNHEALTHY
637,65.0,7.0,18.0,112.0,12.0,112.0,O3,UNHEALTHY
638,81.0,8.0,15.0,124.0,20.0,124.0,O3,UNHEALTHY
639,55.0,6.0,9.0,114.0,5.0,114.0,O3,UNHEALTHY
640,71.0,13.0,15.0,147.0,22.0,147.0,O3,UNHEALTHY
641,50.0,5.0,14.0,107.0,9.0,107.0,O3,UNHEALTHY
642,74.0,15.0,18.0,118.0,18.0,118.0,O3,UNHEALTHY
643,50.0,5.0,11.0,99.0,6.0,99.0,O3,MODERATE
644,58.0,7.0,17.0,120.0,14.0,120.0,O3,UNHEALTHY
645,74.0,6.0,8.0,53.0,9.0,74.0,PM10,MODERATE
646,113.0,7.0,30.0,76.0,12.0,113.0,PM10,UNHEALTHY
647,71.0,16.0,34.0,107.0,19.0,107.0,O3,UNHEALTHY
648,56.0,8.0,16.0,208.0,12.0,208.0,O3,VERY UNHEALTHY
649,60.0,6.0,18.0,205.0,9.0,205.0,O3,VERY UNHEALTHY
650,59.0,7.0,15.0,140.0,7.0,140.0,O3,UNHEALTHY
651,64.0,8.0,20.0,102.0,11.0,102.0,O3,UNHEALTHY
652,61.0,7.0,14.0,154.0,8.0,154.0,O3,UNHEALTHY
653,129.0,18.0,38.0,48.0,11.0,129.0,PM10,UNHEALTHY
654,50.0,6.0,12.0,78.0,6.0,78.0,O3,MODERATE
655,89.0,6.0,10.0,50.0,9.0,89.0,PM10,MODERATE
656,104.0,7.0,22.0,54.0,11.0,104.0,PM10,UNHEALTHY
657,64.0,13.0,19.0,120.0,15.0,120.0,O3,UNHEALTHY
658,131.0,7.0,24.0,69.0,11.0,131.0,PM10,UNHEALTHY
659,68.0,15.0,27.0,100.0,16.0,100.0,O3,MODERATE
660,67.0,15.0,26.0,140.0,16.0,140.0,O3,UNHEALTHY
661,82.0,6.0,13.0,37.0,11.0,82.0,PM10,MODERATE
662,107.0,6.0,17.0,46.0,8.0,107.0,PM10,UNHEALTHY
663,61.0,11.0,28.0,138.0,18.0,138.0,O3,UNHEALTHY
664,69.0,17.0,30.0,93.0,18.0,93.0,O3,MODERATE
665,88.0,6.0,9.0,51.0,7.0,88.0,PM10,MODERATE
666,65.0,15.0,32.0,87.0,16.0,87.0,O3,MODERATE
667,59.0,11.0,10.0,100.0,5.0,100.0,O3,MODERATE
668,68.0,18.0,26.0,154.0,19.0,154.0,O3,UNHEALTHY
669,69.0,5.0,42.0,109.0,16.0,109.0,O3,UNHEALTHY
670,92.0,18.0,25.0,89.0,17.0,92.0,PM10,MODERATE
671,57.0,5.0,23.0,78.0,11.0,78.0,O3,MODERATE
672,57.0,11.0,21.0,64.0,15.0,64.0,O3,MODERATE
673,51.0,13.0,20.0,106.0,31.0,106.0,O3,UNHEALTHY
674,47.0,11.0,17.0,71.0,15.0,71.0,O3,MODERATE
675,54.0,15.0,15.0,175.0,16.0,175.0,O3,UNHEALTHY
676,71.0,13.0,11.0,105.0,15.0,105.0,O3,UNHEALTHY
677,52.0,7.0,15.0,127.0,13.0,127.0,O3,UNHEALTHY
678,64.0,7.0,29.0,82.0,11.0,82.0,O3,MODERATE
679,73.0,19.0,35.0,79.0,18.0,79.0,O3,MODERATE
680,56.0,13.0,16.0,96.0,11.0,96.0,O3,MODERATE
681,55.0,12.0,26.0,94.0,17.0,94.0,O3,MODERATE
682,64.0,22.0,22.0,123.0,21.0,123.0,O3,UNHEALTHY
683,61.0,15.0,35.0,147.0,19.0,147.0,O3,UNHEALTHY
684,76.0,19.0,39.0,185.0,18.0,185.0,O3,UNHEALTHY
685,76.0,19.0,15.0,179.0,15.0,179.0,O3,UNHEALTHY
686,70.0,18.0,22.0,129.0,20.0,129.0,O3,UNHEALTHY
687,46.0,7.0,14.0,122.0,6.0,122.0,O3,UNHEALTHY
688,54.0,7.0,18.0,152.0,9.0,152.0,O3,UNHEALTHY
689,65.0,20.0,29.0,121.0,14.0,121.0,O3,UNHEALTHY
690,61.0,23.0,19.0,106.0,21.0,106.0,O3,UNHEALTHY
691,90.0,25.0,28.0,179.0,20.0,179.0,O3,UNHEALTHY
692,59.0,16.0,16.0,158.0,22.0,158.0,O3,UNHEALTHY
693,57.0,14.0,15.0,115.0,13.0,115.0,O3,UNHEALTHY
694,71.0,14.0,33.0,126.0,15.0,126.0,O3,UNHEALTHY
695,61.0,12.0,19.0,133.0,12.0,133.0,O3,UNHEALTHY
696,69.0,16.0,32.0,159.0,26.0,159.0,O3,UNHEALTHY
697,80.0,20.0,21.0,104.0,19.0,104.0,O3,UNHEALTHY
698,55.0,14.0,17.0,164.0,20.0,164.0,O3,UNHEALTHY
699,63.0,18.0,14.0,107.0,16.0,107.0,O3,UNHEALTHY
700,39.0,13.0,20.0,131.0,12.0,131.0,O3,UNHEALTHY
701,43.0,12.0,17.0,105.0,13.0,105.0,O3,UNHEALTHY
702,93.0,8.0,39.0,89.0,16.0,93.0,PM10,MODERATE
703,57.0,14.0,15.0,81.0,15.0,81.0,O3,MODERATE
704,56.0,16.0,19.0,85.0,18.0,85.0,O3,MODERATE
705,158.0,18.0,27.0,73.0,9.0,158.0,PM10,UNHEALTHY
706,53.0,6.0,23.0,171.0,10.0,171.0,O3,UNHEALTHY
707,58.0,6.0,27.0,171.0,10.0,171.0,O3,UNHEALTHY
708,82.0,25.0,36.0,100.0,17.0,100.0,O3,MODERATE
709,48.0,14.0,31.0,151.0,15.0,151.0,O3,UNHEALTHY
710,53.0,16.0,22.0,171.0,11.0,171.0,O3,UNHEALTHY
711,61.0,6.0,28.0,82.0,13.0,82.0,O3,MODERATE
712,52.0,15.0,26.0,106.0,17.0,106.0,O3,UNHEALTHY
713,36.0,12.0,18.0,117.0,12.0,117.0,O3,UNHEALTHY
714,43.0,7.0,6.0,28.0,6.0,43.0,PM10,GOOD
715,42.0,7.0,3.0,28.0,4.0,42.0,PM10,GOOD
716,41.0,7.0,4.0,24.0,5.0,41.0,PM10,GOOD
717,43.0,6.0,5.0,34.0,4.0,43.0,PM10,GOOD
718,44.0,7.0,5.0,30.0,6.0,44.0,PM10,GOOD
719,53.0,7.0,8.0,35.0,7.0,53.0,PM10,MODERATE
720,51.0,17.0,16.0,199.0,16.0,199.0,O3,UNHEALTHY
721,41.0,14.0,19.0,201.0,13.0,201.0,O3,VERY UNHEALTHY
722,62.0,16.0,69.0,206.0,10.0,206.0,O3,VERY UNHEALTHY
723,57.0,15.0,39.0,190.0,13.0,190.0,O3,UNHEALTHY
724,55.0,18.0,33.0,185.0,10.0,185.0,O3,UNHEALTHY
725,28.0,4.0,18.0,90.0,12.0,90.0,O3,MODERATE
726,43.0,4.0,20.0,101.0,15.0,101.0,O3,UNHEALTHY
727,50.0,7.0,17.0,76.0,14.0,76.0,O3,MODERATE
728,45.0,4.0,27.0,81.0,8.0,81.0,O3,MODERATE
729,28.0,3.0,15.0,81.0,6.0,81.0,O3,MODERATE
730,36.0,3.0,16.0,63.0,6.0,63.0,O3,MODERATE
731,36.0,6.0,17.0,55.0,6.0,55.0,O3,MODERATE
732,50.0,15.0,42.0,86.0,22.0,86.0,O3,MODERATE
733,54.0,20.0,36.0,97.0,14.0,97.0,O3,MODERATE
734,67.0,6.0,27.0,157.0,24.0,157.0,O3,UNHEALTHY
735,46.0,7.0,36.0,68.0,10.0,68.0,O3,MODERATE
736,44.0,3.0,27.0,73.0,13.0,73.0,O3,MODERATE
737,38.0,3.0,31.0,90.0,10.0,90.0,O3,MODERATE
738,54.0,16.0,32.0,72.0,16.0,72.0,O3,MODERATE
739,31.0,4.0,22.0,69.0,13.0,69.0,O3,MODERATE
740,32.0,3.0,22.0,75.0,14.0,75.0,O3,MODERATE
741,33.0,5.0,27.0,52.0,13.0,52.0,O3,MODERATE
742,39.0,5.0,24.0,55.0,13.0,55.0,O3,MODERATE
743,34.0,19.0,34.0,54.0,7.0,54.0,O3,MODERATE
744,31.0,4.0,18.0,89.0,10.0,89.0,O3,MODERATE
745,38.0,5.0,21.0,86.0,16.0,86.0,O3,MODERATE
746,60.0,11.0,16.0,94.0,15.0,94.0,O3,MODERATE
747,42.0,10.0,18.0,98.0,19.0,98.0,O3,MODERATE
748,52.0,5.0,34.0,65.0,16.0,65.0,O3,MODERATE
749,44.0,4.0,18.0,73.0,12.0,73.0,O3,MODERATE
750,37.0,25.0,25.0,90.0,11.0,90.0,O3,MODERATE
751,68.0,2.0,99.0,50.0,14.0,99.0,CO,MODERATE
752,35.0,4.0,12.0,78.0,9.0,78.0,O3,MODERATE
753,55.0,3.0,13.0,43.0,6.0,55.0,PM10,MODERATE
754,46.0,22.0,24.0,62.0,13.0,62.0,O3,MODERATE
755,49.0,8.0,20.0,81.0,11.0,81.0,O3,MODERATE
756,42.0,5.0,11.0,96.0,14.0,96.0,O3,MODERATE
757,39.0,24.0,26.0,85.0,14.0,85.0,O3,MODERATE
758,33.0,4.0,15.0,75.0,6.0,75.0,O3,MODERATE
759,36.0,5.0,17.0,130.0,7.0,130.0,O3,UNHEALTHY
760,31.0,3.0,24.0,61.0,10.0,61.0,O3,MODERATE
761,67.0,8.0,57.0,105.0,19.0,105.0,O3,UNHEALTHY
762,51.0,52.0,34.0,74.0,15.0,74.0,O3,MODERATE
763,55.0,31.0,44.0,59.0,14.0,59.0,O3,MODERATE
764,59.0,29.0,37.0,54.0,12.0,59.0,PM10,MODERATE
765,49.0,5.0,23.0,90.0,15.0,90.0,O3,MODERATE
766,45.0,7.0,18.0,70.0,10.0,70.0,O3,MODERATE
767,53.0,22.0,34.0,72.0,14.0,72.0,O3,MODERATE
768,78.0,6.0,23.0,52.0,12.0,78.0,PM10,MODERATE
769,42.0,12.0,37.0,78.0,13.0,78.0,O3,MODERATE
770,49.0,13.0,14.0,112.0,13.0,112.0,O3,UNHEALTHY
771,64.0,17.0,37.0,134.0,13.0,134.0,O3,UNHEALTHY
772,37.0,10.0,16.0,91.0,12.0,91.0,O3,MODERATE
773,40.0,11.0,21.0,171.0,14.0,171.0,O3,UNHEALTHY
774,80.0,17.0,40.0,100.0,22.0,100.0,O3,MODERATE
775,59.0,16.0,17.0,157.0,15.0,157.0,O3,UNHEALTHY
